Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
023915;Gerado               ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;15:15;carvalho    ;            ;            ;            ;            ;00053;          ;     ;          ;     ;00291;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Emitido              ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;15:22;            ;            ;            ;            ;            ;00053;          ;     ;          ;     ;00291;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Carga Montada        ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;17:15;WMS         ;            ;            ;            ;            ;00053;          ;     ;          ;     ;00291;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Carga Conferida      ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;17:21;WMS         ;            ;            ;            ;            ;00053;          ;     ;          ;     ;00291;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Carregado            ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;17:21;WMS         ;1           ;0           ;0           ;0           ;00996;28/02/2026;17:21;28/02/2026;17:21;00291;0252082;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Saida Cdd/Fab        ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;08:12;portaria1.p ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00291;0000000;00000   ;Rota         ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;Entrada Cdd/Fab      ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;14:42;icaro.pa    ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00291;0000000;00000   ;Rota         ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;        390
023915;PC_Financeira        ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;14:43;dias        ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00291;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023915;PC_Fisica            ;131;RCP2H16;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;14:44;WMS         ;            ;            ;            ;            ;00996;          ;     ;          ;     ;00291;0252374;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         91,15;           
023916;Gerado               ;132;RCP5E66;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;15:16;carvalho    ;            ;            ;            ;            ;00174;          ;     ;          ;     ;00249;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;         70,35;           
