Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
019214;Gerado               ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:42;lucas.se    ;            ;            ;            ;            ;70071;          ;     ;          ;     ;00091;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Emitido              ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:52;            ;            ;            ;            ;            ;70071;          ;     ;          ;     ;00091;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Carga Montada        ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;18:21;WMS         ;            ;            ;            ;            ;70071;          ;     ;          ;     ;00091;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Carga Conferida      ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;19:24;WMS         ;            ;            ;            ;            ;70071;          ;     ;          ;     ;00091;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Carregado            ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;19:24;WMS         ;1           ;0           ;0           ;0           ;70044;28/02/2026;19:24;28/02/2026;19:24;00091;0056500;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Saida Cdd/Fab        ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;08:13;portaria.se ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00091;0000000;00000   ;Rota         ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;Entrada Cdd/Fab      ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;03/03/2026;03:51;jadson.se   ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00091;0000000;00000   ;Rota         ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;       1178
019214;PC_Fisica            ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;03/03/2026;04:43;WMS         ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00091;0056724;00000   ;             ;WMS            ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019214;PC_Financeira        ;004;SJQ4B82;Padronizada;Rota                     ;               ;02/03/2026;03/03/2026;13:13;caixa.se    ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00091;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        292,94;           
019215;Gerado               ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:42;lucas.se    ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Emitido              ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:52;            ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Carga Montada        ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;19:22;WMS         ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Carga Conferida      ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;07:48;WMS         ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Carregado            ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;07:48;WMS         ;1           ;0           ;0           ;0           ;70085;02/03/2026;07:48;02/03/2026;07:48;00101;0055713;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Saida Cdd/Fab        ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;10:08;portaria.se ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;Rota         ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;Entrada Cdd/Fab      ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;15:16;bispo.se    ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;Rota         ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;        308
019215;PC_Fisica            ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;15:20;WMS         ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0055819;00000   ;             ;WMS            ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019215;PC_Financeira        ;022;SJQ0G38;Padronizada;Rota                     ;               ;02/03/2026;02/03/2026;15:21;caixa.se    ;            ;            ;            ;            ;70085;          ;     ;          ;     ;00101;0000000;00000   ;             ;Promax         ;02/03/2026;Padronizada;00                                                            ;        125,22;           
019216;Gerado               ;015;SJQ9G53;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:42;lucas.se    ;            ;            ;            ;            ;70091;          ;     ;          ;     ;00075;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        179,45;           
019216;Emitido              ;015;SJQ9G53;Padronizada;Rota                     ;               ;02/03/2026;28/02/2026;16:52;            ;            ;            ;            ;            ;70091;          ;     ;          ;     ;00075;0000000;00000   ;             ;Promax         ;03/03/2026;Padronizada;00                                                            ;        179,45;           
