Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
000600;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000601;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000602;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000603;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000604;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000605;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000606;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000607;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000608;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
000760;Emitido              ;000;       ;           ;Rota                     ;               ;16/12/2025;16/12/2025;16:16;fabiana     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;          ;           ;00                                                            ;          0,00;           
021879;Gerado               ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;29/11/2025;15:25;josesouza   ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Emitido              ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;29/11/2025;15:36;            ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Carga Montada        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;29/11/2025;16:08;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Carga Conferida      ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;29/11/2025;17:15;WMS         ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Carregado            ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;29/11/2025;17:15;WMS         ;1           ;0           ;0           ;0           ;00099;29/11/2025;17:15;29/11/2025;17:15;00254;0205924;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Saida Cdd/Fab        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;08:16;portaria.pa ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;Rota         ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;Entrada Cdd/Fab      ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;19:28;eletisandra ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;Rota         ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;        672
021879;PC_Fisica            ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;19:38;carvalho    ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0206201;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
021879;PC_Financeira        ;154;RDJ3F75;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;19:38;FECH AUTO   ;            ;            ;            ;            ;00099;          ;     ;          ;     ;00254;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        126,62;           
