Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
087172;Gerado               ;049;PKP6178;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:03;adriano     ;            ;            ;            ;            ;00211;          ;     ;          ;     ;00080;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;Emitido              ;049;PKP6178;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:09;joao.pb     ;            ;            ;            ;            ;00211;          ;     ;          ;     ;00080;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;Carga Montada        ;049;PKP6178;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:09;reis        ;            ;            ;            ;            ;00211;          ;     ;          ;     ;00080;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;Carregado            ;220;SJQ5D24;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:20;reis        ;            ;            ;            ;            ;00215;30/04/2026;18:20;30/04/2026;18:20;00080;0088259;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;Saida Cdd/Fab        ;220;SJQ5D24;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;08:06;portaria1.r ;            ;            ;            ;            ;00215;          ;     ;          ;     ;00080;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;Entrada Cdd/Fab      ;220;SJQ5D24;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;15:31;emerson.rp  ;            ;            ;            ;            ;00215;          ;     ;          ;     ;00080;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;        445
087172;PC_Fisica            ;220;SJQ5D24;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;15:32;WMS         ;            ;            ;            ;            ;00215;          ;     ;          ;     ;00080;0088333;00000   ;             ;WMS            ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087172;PC_Financeira        ;220;SJQ5D24;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;15:35;dias        ;            ;            ;            ;            ;00215;          ;     ;          ;     ;00080;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        353,88;           
087173;Gerado               ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:03;adriano     ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;Emitido              ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:09;joao.pb     ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;Carga Montada        ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:31;reis        ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;Carregado            ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:32;reis        ;            ;            ;            ;            ;00008;30/04/2026;18:32;30/04/2026;18:32;00141;0076463;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;Saida Cdd/Fab        ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;08:05;portaria1.r ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;Entrada Cdd/Fab      ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;17:49;emerson.rp  ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;        584
087173;PC_Fisica            ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;18:07;lucasgomes  ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0076610;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087173;PC_Financeira        ;218;SJP7G64;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;18:14;dias        ;            ;            ;            ;            ;00008;          ;     ;          ;     ;00141;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        160,72;           
087174;Gerado               ;050;PKP0325;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:03;adriano     ;            ;            ;            ;            ;00213;          ;     ;          ;     ;00086;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;Emitido              ;050;PKP0325;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:09;joao.pb     ;            ;            ;            ;            ;00213;          ;     ;          ;     ;00086;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;Carga Montada        ;050;PKP0325;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:31;reis        ;            ;            ;            ;            ;00213;          ;     ;          ;     ;00086;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;Carregado            ;007;OZC7460;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;18:51;reis        ;            ;            ;            ;            ;00065;30/04/2026;18:42;30/04/2026;18:42;00086;0360436;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;Saida Cdd/Fab        ;007;OZC7460;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;08:07;portaria1.r ;            ;            ;            ;            ;00065;          ;     ;          ;     ;00086;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;Entrada Cdd/Fab      ;007;OZC7460;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;17:53;emerson.rp  ;            ;            ;            ;            ;00065;          ;     ;          ;     ;00086;0000000;00000   ;Rota         ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;        586
087174;PC_Financeira        ;007;OZC7460;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;18:09;dias        ;            ;            ;            ;            ;00065;          ;     ;          ;     ;00086;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087174;PC_Fisica            ;007;OZC7460;Padronizada;Rota                     ;               ;02/05/2026;02/05/2026;18:15;lucasgomes  ;            ;            ;            ;            ;00065;          ;     ;          ;     ;00086;0360526;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        167,89;           
087175;Gerado               ;282;KIZ3217;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:03;adriano     ;            ;            ;            ;            ;00174;          ;     ;          ;     ;00062;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        178,64;           
087175;Emitido              ;282;KIZ3217;Padronizada;Rota                     ;               ;02/05/2026;29/04/2026;21:09;joao.pb     ;            ;            ;            ;            ;00174;          ;     ;          ;     ;00062;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        178,64;           
087175;Carga Montada        ;282;KIZ3217;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;17:43;reis        ;            ;            ;            ;            ;00174;          ;     ;          ;     ;00062;0000000;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        178,64;           
087175;Carregado            ;202;RPP6G96;Padronizada;Rota                     ;               ;02/05/2026;30/04/2026;17:44;reis        ;            ;            ;            ;            ;00061;30/04/2026;17:43;30/04/2026;17:43;00062;0118303;00000   ;             ;Promax         ;02/05/2026;Padronizada;00                                                            ;        178,64;           
