Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
011864;Nao gera carregamento;000;       ;           ;                         ;               ;01/07/2025;01/07/2025;14:28;souza.al    ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;01/07/2025;Spot       ;99                                                            ;          4,00;           
011953;Nao gera carregamento;000;       ;           ;                         ;               ;03/07/2025;03/07/2025;15:55;souza.al    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;99                                                            ;          0,08;           
011982;Nao gera carregamento;000;       ;           ;                         ;               ;01/07/2025;01/07/2025;07:54;kayan.se    ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;01/07/2025;           ;99                                                            ;          0,00;           
012023;Nao gera carregamento;000;       ;           ;                         ;               ;03/07/2025;03/07/2025;14:14;kayan.se    ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;           ;99                                                            ;          0,00;           
012024;Gerado               ;013;SJQ2B64;Padronizada;Recarga Rota             ;               ;01/07/2025;30/06/2025;20:14;lucas.se    ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;Emitido              ;013;SJQ2B64;Padronizada;Recarga Rota             ;               ;01/07/2025;30/06/2025;20:28;lucas.se    ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;Carga Montada        ;013;SJQ2B64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;04:20;ismael.se   ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;Carregado            ;013;SJQ2B64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;04:21;ismael.se   ;            ;            ;            ;            ;70044;01/07/2025;04:20;01/07/2025;04:20;00167;0052352;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;Saida Cdd/Fab        ;013;SJQ2B64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;04:24;jadson.se   ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;Entrada Cdd/Fab      ;013;SJQ2B64;Padronizada;Rota                     ;               ;01/07/2025;02/07/2025;22:22;mauricio.se ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;       2518
012024;PC_Fisica            ;013;SJQ2B64;Padronizada;Rota                     ;               ;01/07/2025;02/07/2025;22:50;WMS         ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0052587;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012024;PC_Financeira        ;013;SJQ2B64;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;18:04;caixa.se    ;            ;            ;            ;            ;70044;          ;     ;          ;     ;00167;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        174,18;           
012025;Gerado               ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;30/06/2025;20:14;lucas.se    ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Emitido              ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;30/06/2025;20:28;lucas.se    ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Carga Montada        ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;30/06/2025;22:56;WMS         ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Carga Conferida      ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;03:41;WMS         ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Carregado            ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;03:41;WMS         ;1           ;0           ;0           ;0           ;70049;01/07/2025;03:41;01/07/2025;03:41;00129;0047349;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Saida Cdd/Fab        ;019;SJQ2C64;Padronizada;Recarga Rota             ;               ;01/07/2025;01/07/2025;03:55;jadson.se   ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;Entrada Cdd/Fab      ;019;SJQ2C64;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;02:27;mauricio.se ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;       2792
012025;PC_Fisica            ;019;SJQ2C64;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;03:21;WMS         ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0045570;00000   ;             ;WMS            ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012025;PC_Financeira        ;019;SJQ2C64;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;13:57;caixa.se    ;            ;            ;            ;            ;70049;          ;     ;          ;     ;00129;0000000;00000   ;             ;Promax         ;03/07/2025;Padronizada;00                                                            ;        217,43;           
012026;Gerado               ;004;SJQ4B82;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;20:14;lucas.se    ;            ;            ;            ;            ;70065;          ;     ;          ;     ;00166;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        175,98;           
