Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
012229;Nao gera carregamento;000;       ;           ;                         ;               ;05/07/2025;05/07/2025;17:02;pedroa      ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/07/2025;           ;99                                                            ;          1,58;           
012232;Gerado               ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:39;conferente1 ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Emitido              ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:56;            ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Carga Montada        ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;21:54;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Carga Conferida      ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:39;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Carregado            ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:39;WMS         ;1           ;1           ;1           ;1           ;60175;30/06/2025;22:39;30/06/2025;22:39;00099;0047491;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Saida Cdd/Fab        ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;07:51;jose.al     ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;Entrada Cdd/Fab      ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;18:03;jose.al     ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;        612
012232;PC_Fisica            ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;18:07;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0047655;00000   ;             ;WMS            ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012232;PC_Financeira        ;002;SJQ1F85;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;18:27;jenilda.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00099;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        110,23;           
012233;Gerado               ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:39;conferente1 ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Emitido              ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:56;            ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Carga Montada        ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:09;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Carga Conferida      ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:41;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Carregado            ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:41;WMS         ;1           ;1           ;1           ;1           ;60126;30/06/2025;22:41;30/06/2025;22:41;00278;0013732;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Saida Cdd/Fab        ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;08:32;jose.al     ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;Entrada Cdd/Fab      ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;15:40;jose.al     ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;        428
012233;PC_Fisica            ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;15:44;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0013904;00000   ;             ;WMS            ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012233;PC_Financeira        ;069;SKS5C26;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;16:45;jenilda.al  ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00278;0000000;00000   ;             ;Promax         ;01/07/2025;Fixo       ;00                                                            ;         74,07;           
012234;Gerado               ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:39;conferente1 ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Emitido              ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;19:56;            ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Carga Montada        ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;00:13;WMS         ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Carga Conferida      ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;01:34;WMS         ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Carregado            ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;01:34;WMS         ;1           ;1           ;1           ;1           ;60105;01/07/2025;01:34;01/07/2025;01:34;00194;0047280;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Saida Cdd/Fab        ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;08:19;jose.al     ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
012234;Entrada Cdd/Fab      ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;19:49;emerson.al  ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;        690
012234;PC_Financeira        ;024;SJQ4A23;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;19:51;jenilda.al  ;            ;            ;            ;            ;60105;          ;     ;          ;     ;00194;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        152,92;           
