Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
010471;Gerado               ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:04;adriano     ;            ;            ;            ;            ;60106;          ;     ;          ;     ;00143;0000000;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Emitido              ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:13;            ;            ;            ;            ;            ;60106;          ;     ;          ;     ;00143;0000000;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Carga Montada        ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;01/05/2025;22:45;WMS         ;            ;            ;            ;            ;60106;          ;     ;          ;     ;00143;0000000;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Carga Conferida      ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:52;WMS         ;            ;            ;            ;            ;60106;          ;     ;          ;     ;00143;0000000;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Carregado            ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:52;WMS         ;1           ;1           ;1           ;1           ;60175;02/05/2025;00:52;02/05/2025;00:52;00143;0038613;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Saida Cdd/Fab        ;002;SJQ1F85;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:59;tailan.al   ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00143;0000000;00000   ;Rota         ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;Entrada Cdd/Fab      ;002;SJQ1F85;Padronizada;Rota                     ;               ;02/05/2025;02/05/2025;19:36;emerson.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00143;0000000;00000   ;Rota         ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;       1117
010471;PC_Financeira        ;002;SJQ1F85;Padronizada;Rota                     ;               ;02/05/2025;02/05/2025;19:37;jenilda.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00143;0000000;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010471;PC_Fisica            ;002;SJQ1F85;Padronizada;Rota                     ;               ;02/05/2025;02/05/2025;19:47;lilian.al   ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00143;0038704;00000   ;             ;Promax         ;02/05/2025;Padronizada;00                                                            ;        219,76;           
010472;Gerado               ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:04;adriano     ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Emitido              ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:13;            ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Carga Montada        ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;01/05/2025;23:44;WMS         ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Carga Conferida      ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:53;WMS         ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Carregado            ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:53;WMS         ;1           ;1           ;1           ;1           ;60135;02/05/2025;00:53;02/05/2025;00:53;00236;0034361;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Saida Cdd/Fab        ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:59;tailan.al   ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;Entrada Cdd/Fab      ;008;SJQ5E98;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;20:51;cesar.al    ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;       2632
010472;PC_Financeira        ;008;SJQ5E98;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;21:45;jenilda.al  ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010472;PC_Fisica            ;008;SJQ5E98;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;21:53;igor.al     ;            ;            ;            ;            ;60135;          ;     ;          ;     ;00236;0034658;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        161,29;           
010473;Gerado               ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:04;adriano     ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Emitido              ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:13;            ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Carga Montada        ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;00:50;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Carga Conferida      ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;04:04;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Carregado            ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;04:04;WMS         ;1           ;1           ;1           ;1           ;60126;02/05/2025;04:04;02/05/2025;04:04;00414;0046343;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Saida Cdd/Fab        ;016;SJQ7E10;Padronizada;Recarga Rota             ;               ;02/05/2025;02/05/2025;04:49;tailan.al   ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;Entrada Cdd/Fab      ;016;SJQ7E10;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;13:37;tailan.al   ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;       1968
010473;PC_Fisica            ;016;SJQ7E10;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;13:44;WMS         ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0046669;00000   ;             ;WMS            ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010473;PC_Financeira        ;016;SJQ7E10;Padronizada;Rota                     ;               ;02/05/2025;03/05/2025;13:46;jenilda.al  ;            ;            ;            ;            ;60126;          ;     ;          ;     ;00414;0000000;00000   ;             ;Promax         ;03/05/2025;Padronizada;00                                                            ;        103,96;           
010474;Gerado               ;988;QKX6909;Spot       ;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:04;adriano     ;            ;            ;            ;            ;00989;          ;     ;          ;     ;00140;0000000;00000   ;             ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;Emitido              ;988;QKX6909;Spot       ;Recarga Rota             ;               ;02/05/2025;30/04/2025;22:13;            ;            ;            ;            ;            ;00989;          ;     ;          ;     ;00140;0000000;00000   ;             ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;Carga Montada        ;988;QKX6909;Spot       ;Recarga Rota             ;               ;02/05/2025;02/05/2025;08:35;gois.al     ;            ;            ;            ;            ;00989;          ;     ;          ;     ;00140;0000000;00000   ;             ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;Carregado            ;989;NTK8G36;Spot       ;Recarga Rota             ;               ;02/05/2025;02/05/2025;08:36;gois.al     ;            ;            ;            ;            ;60122;02/05/2025;08:36;02/05/2025;08:36;00140;0165556;00000   ;             ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;Saida Cdd/Fab        ;989;NTK8G36;Spot       ;Recarga Rota             ;               ;02/05/2025;02/05/2025;08:40;jose.al     ;            ;            ;            ;            ;60122;          ;     ;          ;     ;00140;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;Entrada Cdd/Fab      ;989;NTK8G36;Spot       ;Rota                     ;               ;02/05/2025;03/05/2025;12:15;tailan.al   ;            ;            ;            ;            ;60122;          ;     ;          ;     ;00140;0000000;00000   ;Rota         ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;       1655
010474;PC_Fisica            ;989;NTK8G36;Spot       ;Rota                     ;               ;02/05/2025;03/05/2025;12:27;WMS         ;            ;            ;            ;            ;60122;          ;     ;          ;     ;00140;0165685;00000   ;             ;WMS            ;03/05/2025;Spot       ;00                                                            ;         24,40;           
010474;PC_Financeira        ;989;NTK8G36;Spot       ;Rota                     ;               ;02/05/2025;03/05/2025;14:21;jenilda.al  ;            ;            ;            ;            ;60122;          ;     ;          ;     ;00140;0000000;00000   ;             ;Promax         ;03/05/2025;Spot       ;00                                                            ;         24,40;           
