Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
007390;Gerado               ;000;       ;           ;Rota                     ;               ;03/02/2025;31/01/2025;15:29;alyson      ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;00                                                            ;          0,53;           
007390;Carga Montada        ;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;15:25;igor.al     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;00                                                            ;          0,53;           
007390;Nao gera carregamento;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;15:25;igor.al     ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;99                                                            ;          0,53;           
007390;PC_Fisica            ;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;15:29;igor.al     ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;99                                                            ;          0,53;           
007390;PC_Financeira        ;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;15:45;jenilda.al  ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;00                                                            ;          0,53;           
007391;Gerado               ;000;       ;           ;Rota                     ;               ;03/02/2025;31/01/2025;15:52;alyson10    ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/02/2025;           ;00                                                            ;          0,00;           
007391;Carga Montada        ;000;       ;           ;Rota                     ;               ;03/02/2025;03/02/2025;16:55;igor.al     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/02/2025;           ;00                                                            ;          0,00;           
007391;Nao gera carregamento;000;       ;           ;Rota                     ;               ;03/02/2025;03/02/2025;16:56;igor.al     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/02/2025;           ;99                                                            ;          0,00;           
007391;PC_Financeira        ;000;       ;           ;Rota                     ;               ;03/02/2025;03/02/2025;16:59;jenilda.al  ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/02/2025;           ;00                                                            ;          0,00;           
007391;PC_Fisica            ;000;       ;           ;Rota                     ;               ;03/02/2025;03/02/2025;17:04;igor.al     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/02/2025;           ;00                                                            ;          0,00;           
007392;Gerado               ;001;MSG0C01;Spot       ;Rota                     ;               ;03/02/2025;31/01/2025;17:31;bruno.al    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;99                                                            ;          0,00;           
007392;Carga Montada        ;001;MSG0C01;Spot       ;Rota                     ;               ;03/02/2025;05/02/2025;14:24;jesus.al    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;99                                                            ;          0,00;           
007392;Nao gera carregamento;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;14:25;jesus.al    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;99                                                            ;          0,00;           
007392;PC_Financeira        ;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;14:30;jenilda.al  ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;00                                                            ;          0,00;           
007392;PC_Fisica            ;000;       ;           ;Rota                     ;               ;03/02/2025;05/02/2025;14:38;jesus.al    ;            ;            ;            ;            ;00001;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;05/02/2025;Spot       ;00                                                            ;          0,00;           
007393;Gerado               ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;31/01/2025;19:16;igor.al     ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Emitido              ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;31/01/2025;19:49;            ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Carga Montada        ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;31/01/2025;20:11;WMS         ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Carga Conferida      ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;01/02/2025;00:37;WMS         ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Carregado            ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;01/02/2025;00:37;WMS         ;1           ;1           ;1           ;1           ;60135;03/02/2025;00:37;03/02/2025;00:37;00157;0023474;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Saida Cdd/Fab        ;008;SJQ5E98;Padronizada;Recarga Rota             ;               ;03/02/2025;01/02/2025;03:44;cesar.al    ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;Rota         ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;Entrada Cdd/Fab      ;008;SJQ5E98;Padronizada;Rota                     ;               ;03/02/2025;03/02/2025;14:31;emerson.al  ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;Rota         ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;       3527
007393;PC_Financeira        ;008;SJQ5E98;Padronizada;Rota                     ;               ;03/02/2025;03/02/2025;14:48;jenilda.al  ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0000000;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
007393;PC_Fisica            ;008;SJQ5E98;Padronizada;Rota                     ;               ;03/02/2025;03/02/2025;14:50;igor.al     ;            ;            ;            ;            ;60032;          ;     ;          ;     ;00157;0023579;00000   ;             ;Promax         ;03/02/2025;Padronizada;00                                                            ;         34,76;           
