Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
016747;Gerado               ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;16:18;nelson.al   ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Emitido              ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;16:24;            ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Carga Montada        ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;17:01;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Carga Conferida      ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;18:31;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Carregado            ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;18:31;WMS         ;1           ;1           ;1           ;1           ;60175;29/11/2025;18:31;29/11/2025;18:31;00105;0059232;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Saida Cdd/Fab        ;007;SJQ8D11;Padronizada;Recarga Rota             ;               ;01/12/2025;01/12/2025;07:57;romario.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;Rota         ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;Entrada Cdd/Fab      ;007;SJQ8D11;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;21:02;emerson.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;Rota         ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;        785
016747;PC_Financeira        ;007;SJQ8D11;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;21:04;jenilda.al  ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016747;PC_Fisica            ;007;SJQ8D11;Padronizada;Rota                     ;               ;01/12/2025;01/12/2025;21:09;WMS         ;            ;            ;            ;            ;60175;          ;     ;          ;     ;00105;0059483;00000   ;             ;WMS            ;01/12/2025;Padronizada;00                                                            ;        133,48;           
016748;Gerado               ;017;SJQ0A82;Padronizada;Recarga Rota             ;               ;01/12/2025;29/11/2025;16:18;nelson.al   ;            ;            ;            ;            ;60204;          ;     ;          ;     ;00233;0000000;00000   ;             ;Promax         ;01/12/2025;Padronizada;00                                                            ;        118,88;           
