Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
080062;Nao gera carregamento;000;       ;           ;                         ;               ;02/07/2025;02/07/2025;14:21;joao.pb     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/07/2025;           ;99                                                            ;         42,05;           
080084;Gerado               ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;18:41;reis        ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Emitido              ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;18:48;reis        ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Carga Montada        ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;23:03;WMS         ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Carga Conferida      ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;23:50;WMS         ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Carregado            ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;23:50;WMS         ;0           ;0           ;0           ;0           ;00221;01/07/2025;23:50;01/07/2025;23:50;00199;0178454;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Saida Cdd/Fab        ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;08:03;douglas     ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;Entrada Cdd/Fab      ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;17:12;douglas     ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;Rota         ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;        549
080084;PC_Fisica            ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;17:31;WMS         ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0178659;00000   ;             ;WMS            ;01/07/2025;Padronizada;00                                                            ;        408,59;           
080084;PC_Financeira        ;187;RPH8B48;Padronizada;Rota                     ;               ;01/07/2025;01/07/2025;17:33;geraldo     ;            ;            ;            ;            ;00221;          ;     ;          ;     ;00199;0000000;00000   ;             ;Promax         ;01/07/2025;Padronizada;00                                                            ;        408,59;           
