Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
120516;Gerado               ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:27;gilvan      ;            ;            ;            ;            ;00045;          ;     ;          ;     ;00230;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Emitido              ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:39;            ;            ;            ;            ;            ;00045;          ;     ;          ;     ;00230;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Carga Montada        ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;02:58;WMS         ;            ;            ;            ;            ;00045;          ;     ;          ;     ;00230;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Carga Conferida      ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;03:13;WMS         ;            ;            ;            ;            ;00045;          ;     ;          ;     ;00230;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Carregado            ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;03:13;WMS         ;0           ;0           ;0           ;1           ;00391;01/04/2026;03:13;01/04/2026;03:13;00230;0280249;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Saida Cdd/Fab        ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;08:05;portaria1.b ;            ;            ;            ;            ;00391;          ;     ;          ;     ;00230;0000000;00000   ;Rota         ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;Entrada Cdd/Fab      ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;20:23;martins     ;            ;            ;            ;            ;00391;          ;     ;          ;     ;00230;0000000;00000   ;Rota         ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;        738
120516;PC_Fisica            ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;20:30;WMS         ;            ;            ;            ;            ;00391;          ;     ;          ;     ;00230;0280482;00000   ;             ;WMS            ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120516;PC_Financeira        ;082;PKR6303;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;20:30;FECH AUTO   ;            ;            ;            ;            ;00391;          ;     ;          ;     ;00230;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        401,98;           
120517;Gerado               ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:27;gilvan      ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Emitido              ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:39;            ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Carga Montada        ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;03:48;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Carga Conferida      ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;04:05;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Carregado            ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;04:05;WMS         ;0           ;0           ;0           ;1           ;00002;01/04/2026;04:05;01/04/2026;04:05;00063;0040904;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Saida Cdd/Fab        ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;08:12;portaria1.b ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;Rota         ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;Entrada Cdd/Fab      ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;16:57;joelson     ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;Rota         ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;        525
120517;PC_Fisica            ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;17:05;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0040968;00000   ;             ;WMS            ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120517;PC_Financeira        ;387;SJQ9H52;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;17:05;FECH AUTO   ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00063;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        342,94;           
120518;Gerado               ;388;SKK2A65;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:27;gilvan      ;            ;            ;            ;            ;00314;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        273,66;           
120518;Emitido              ;388;SKK2A65;Padronizada;Rota                     ;               ;01/04/2026;31/03/2026;21:39;            ;            ;            ;            ;            ;00314;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        273,66;           
120518;Carga Montada        ;388;SKK2A65;Padronizada;Rota                     ;               ;01/04/2026;01/04/2026;04:15;WMS         ;            ;            ;            ;            ;00314;          ;     ;          ;     ;00222;0000000;00000   ;             ;Promax         ;01/04/2026;Padronizada;00                                                            ;        273,66;           
