Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
121222;Nao gera carregamento;000;       ;           ;                         ;               ;02/05/2026;02/05/2026;13:37;roberto     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;99                                                            ;          0,00;           
121222;PC_Fisica            ;000;       ;           ;                         ;               ;02/05/2026;02/05/2026;13:38;roberto     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;99                                                            ;          0,00;           
121222;PC_Financeira        ;000;       ;           ;                         ;               ;02/05/2026;02/05/2026;13:38;FECH AUTO   ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;00                                                            ;          0,00;           
121224;Emitido              ;000;       ;           ;                         ;               ;02/05/2026;30/04/2026;22:50;            ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;00                                                            ;          0,00;           
121224;Nao gera carregamento;000;       ;           ;                         ;               ;02/05/2026;30/04/2026;22:50;            ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;99                                                            ;          0,00;           
121224;PC_Fisica            ;000;       ;           ;                         ;               ;02/05/2026;30/04/2026;22:50;adriano     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;00                                                            ;          0,00;           
121224;PC_Financeira        ;000;       ;           ;                         ;               ;02/05/2026;30/04/2026;22:50;adriano     ;            ;            ;            ;            ;00000;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;02/05/2026;           ;00                                                            ;          0,00;           
121225;Gerado               ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;02/05/2026;15:43;roberto     ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00056;0000000;00000   ;             ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
121225;Emitido              ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;02/05/2026;15:55;            ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00056;0000000;00000   ;             ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
121225;Carga Montada        ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;03/05/2026;22:35;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00056;0000000;00000   ;             ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
121225;Carga Conferida      ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;03/05/2026;23:25;WMS         ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00056;0000000;00000   ;             ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
121225;Carregado            ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;03/05/2026;23:25;WMS         ;0           ;0           ;0           ;1           ;00002;04/05/2026;23:25;04/05/2026;23:25;00056;0042210;00000   ;             ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
121225;Saida Cdd/Fab        ;387;SJQ9H52;Padronizada;Rota                     ;               ;04/05/2026;04/05/2026;08:16;portaria1.b ;            ;            ;            ;            ;00002;          ;     ;          ;     ;00056;0000000;00000   ;Rota         ;Promax         ;04/05/2026;Padronizada;00                                                            ;        409,73;           
