Mapa;Fase;Veiculo;Placa;Frota Cadastro;Tipo Mapa  ;Entrega;Emissao;DtOper;HrOper;Usuario;Lacre-1;Lacre-2;Lacre-3;Lacre-4;Motorista;DtIniCarreg;HrIniCarreg;DtFimCarreg;HrFimCarreg;KmPrev;KmAtual;Conferente;Destino;Promax/RF;Liberacao;Frota Mapa;Motivo Nao Carreg        ;Cx Carregadas;MinOper
187872;Gerado               ;393;SOO8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:20;viniciusg   ;            ;            ;            ;            ;00244;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;          0,87;           
187872;Carga Montada        ;393;SOO8B48;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;15:02;igor        ;            ;            ;            ;            ;00244;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;          0,87;           
187872;Nao gera carregamento;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:02;igor        ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;99                                                            ;          0,87;           
187872;PC_Fisica            ;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:15;igor        ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;99                                                            ;          0,87;           
187872;PC_Financeira        ;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:28;machado     ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;          0,87;           
187873;Gerado               ;393;SOO8B48;Padronizada;Rota                     ;               ;01/07/2025;30/06/2025;22:24;viniciusg   ;            ;            ;            ;            ;00244;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;         69,19;           
187873;Carga Montada        ;393;SOO8B48;Padronizada;Rota                     ;               ;01/07/2025;03/07/2025;15:02;igor        ;            ;            ;            ;            ;00244;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;         69,19;           
187873;Nao gera carregamento;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:03;igor        ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;99                                                            ;         69,19;           
187873;PC_Fisica            ;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:16;igor        ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;99                                                            ;         69,19;           
187873;PC_Financeira        ;000;       ;           ;Rota                     ;               ;01/07/2025;03/07/2025;15:28;machado     ;            ;            ;            ;            ;00085;          ;     ;          ;     ;00000;0000000;00000   ;             ;Promax         ;03/07/2025;Spot       ;00                                                            ;         69,19;           
